FRACTION TRAIN SIZE,TRAIN_MEAN_F1,TEST_MEAN_F1,TRAIN_STDEV_F1,TEST_STDEV_F1
0.01,1.0,0.6990628836029968,0.0,0.0030363396140704046
1.0,1.0,0.8925065355162018,0.0,0.0004693246260422667
