FRACTION TRAIN SIZE,TRAIN_MEAN_F1,TEST_MEAN_F1,TRAIN_STDEV_F1,TEST_STDEV_F1
0.01,1.0,0.9633515476855878,0.0,0.0001688386982836021
1.0,1.0,0.985982444672434,0.0,2.7814060845066102e-05
