Video,Bin,Sum_Value
filtered_1645002629680_000000_20220216NWFTDP4323ccropped,2,33.96
filtered_1645002629680_000000_20220216NWFTDP4323ccropped,3,7.16
filtered_1645002629680_000000_20220216NWFTDP4323ccropped,4,12.24
filtered_1645002629680_000000_20220216NWFTDP4323ccropped,5,6.5600000000000005
filtered_1645002629680_000000_20220216NWFTDP4323ccropped,6,10.12
filtered_1645002629680_000000_20220216NWFTDP4323ccropped,7,38.72
filtered_1645002629680_000000_20220216NWFTDP4323ccropped,8,19.76
filtered_1645002629680_000000_20220216NWFTDP4323ccropped,9,10.280000000000001
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,1,18.36
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,2,22.12
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,3,7.84
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,4,31.6
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,5,8.0
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,6,4.720000000000001
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,7,30.319999999999997
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,8,19.68
filtered_1645002664740_000000_20220216NWFTDP4342ecropped,9,10.72
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,1,16.240000000000002
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,2,18.48
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,3,19.84
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,4,23.520000000000003
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,5,13.36
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,6,35.52
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,7,34.08
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,8,7.800000000000001
filtered_1645002721824_000000_20220216NFWTDP4312ecropped,9,10.2
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,1,18.88
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,2,7.96
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,3,23.560000000000002
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,4,20.12
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,5,11.6
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,6,1.7200000000000002
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,7,3.52
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,8,9.16
filtered_1645002760785_000000_20220216NFWTDP4324ccropped,9,3.4000000000000004
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,1,30.84
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,2,12.920000000000002
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,3,25.479999999999997
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,4,20.84
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,5,9.32
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,6,47.760000000000005
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,7,37.64
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,8,9.08
filtered_1645002792388_000000_20220216NFWTDP4342bcropped,9,5.4399999999999995
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,1,48.64
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,2,0.0
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,3,0.0
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,4,0.0
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,5,0.0
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,6,0.96
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,7,0.0
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,8,0.0
filtered_1645005524338_000000_20220216FNWTDP4323bcropped,9,0.0
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,1,0.0
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,2,0.0
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,3,0.0
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,4,27.44
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,5,0.32
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,6,2.2800000000000002
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,7,16.439999999999998
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,8,7.28
filtered_1645005796620_000000_120220216WFNTDP4362dcropped,9,4.5600000000000005
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,1,10.6
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,2,0.0
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,3,5.4399999999999995
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,4,45.2
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,5,0.0
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,6,6.800000000000001
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,7,29.680000000000003
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,8,0.0
filtered_1645005820655_000000_120220216WFNTDP4382ccropped,9,0.0
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,1,10.36
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,2,17.32
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,3,15.079999999999998
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,4,21.64
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,5,8.120000000000001
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,6,2.04
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,7,15.959999999999997
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,8,0.4
filtered_1645010806237_000000_120220216FNWTDP4323gcropped,9,6.16
filtered_1645010829962_000000_120220216FNWTDP4333icropped,1,27.159999999999997
filtered_1645010829962_000000_120220216FNWTDP4333icropped,2,11.72
filtered_1645010829962_000000_120220216FNWTDP4333icropped,3,0.28
filtered_1645010829962_000000_120220216FNWTDP4333icropped,4,41.2
filtered_1645010829962_000000_120220216FNWTDP4333icropped,5,43.20000000000001
filtered_1645010829962_000000_120220216FNWTDP4333icropped,6,17.96
filtered_1645010829962_000000_120220216FNWTDP4333icropped,7,9.6
filtered_1645010829962_000000_120220216FNWTDP4333icropped,8,0.27999999999999997
filtered_1645010829962_000000_120220216FNWTDP4333icropped,9,0.27999999999999997
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,1,28.880000000000003
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,2,10.96
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,3,11.36
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,4,17.560000000000002
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,5,6.119999999999999
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,6,0.48000000000000004
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,7,15.08
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,8,0.0
filtered_1645010914730_000000_120220216NWFTDP4323fcropped,9,0.0
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,1,29.0
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,2,25.88
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,3,1.96
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,4,7.08
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,5,0.32
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,6,0.0
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,7,0.0
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,8,0.0
filtered_1645010941753_000000_120220216NWFTDP4333hcropped,9,0.0
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,1,35.92
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,2,17.44
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,3,3.84
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,4,18.28
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,5,0.0
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,6,0.0
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,7,21.520000000000003
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,8,3.6799999999999997
filtered_1645010974796_000000_120220216NWFTDP4351gcropped,9,0.0
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,1,44.08
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,2,81.08
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,3,71.12
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,4,36.8
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,5,34.72
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,6,5.08
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,7,72.24000000000001
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,8,49.16
filtered_1645013391217_000000_120220216NWFTDP4371ecropped,9,7.5200000000000005
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,1,12.24
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,2,4.84
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,3,12.76
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,4,13.56
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,5,10.760000000000002
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,6,9.28
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,7,31.560000000000002
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,8,28.799999999999997
filtered_1645092945395_000000_20220217NFWTDP4333mcropped,9,32.16
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,1,2.52
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,2,13.84
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,3,12.84
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,4,1.9200000000000002
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,5,4.5200000000000005
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,6,4.52
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,7,18.24
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,8,4.68
filtered_1645092997309_000000_20220217NFWTDP4392fcropped,9,5.5600000000000005
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,1,10.600000000000001
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,2,15.319999999999999
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,3,0.2
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,4,42.36
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,5,14.16
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,6,7.0
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,7,6.159999999999999
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,8,1.9600000000000002
filtered_1645095153167_000000_20220217WFNTDP4333ncropped,9,5.48
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,1,11.08
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,2,1.96
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,3,3.3600000000000003
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,4,14.64
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,5,0.0
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,6,9.4
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,7,3.96
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,8,0.0
filtered_1645095205581_000000_20220217WFNTDP4392ccropped,9,0.0
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,1,30.6
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,2,13.84
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,3,11.479999999999999
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,4,25.840000000000003
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,5,9.24
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,6,0.0
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,7,20.439999999999998
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,8,0.8400000000000001
filtered_1671611841850_000000_20221221NWFC9ORF31ccropped,9,18.439999999999998
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,1,36.64
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,2,15.280000000000001
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,3,10.12
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,4,34.64
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,5,10.120000000000001
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,6,6.92
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,7,14.399999999999999
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,8,0.92
filtered_1671614382683_000000_20221221NFWC9ORF31dcropped,9,2.48
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,1,37.599999999999994
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,2,41.120000000000005
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,3,14.92
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,4,25.04
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,5,0.0
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,6,0.0
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,7,19.28
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,8,11.440000000000001
filtered_1671614438865_000000_20221221NFWC9ORF42acropped,9,0.0
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,1,46.84
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,2,45.879999999999995
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,3,89.32
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,4,63.879999999999995
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,5,28.28
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,6,6.48
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,7,26.6
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,8,34.96000000000001
filtered_1671614476569_000000_20221221FNWC9ORF31ccropped,9,5.64
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,1,51.400000000000006
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,2,35.72
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,3,14.440000000000001
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,4,41.52
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,5,52.4
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,6,9.840000000000002
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,7,26.0
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,8,58.31999999999999
filtered_1671614539305_000000_20221221FNWC9ORF41acropped,9,13.280000000000001
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,1,34.68000000000001
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,2,24.04
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,3,19.96
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,4,0.44
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,5,0.32
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,6,21.96
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,7,22.240000000000002
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,8,8.56
filtered_1671614575601_000000_20221221FNWC9ORF31ecropped,9,5.92
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,1,31.799999999999997
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,2,37.67999999999999
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,3,4.8
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,4,95.56
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,5,40.28
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,6,12.559999999999999
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,7,39.96
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,8,43.64
filtered_1671620561756_000000_20221221FNWC9ORF14ecropped,9,16.04
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,1,37.96
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,2,14.04
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,3,28.560000000000002
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,4,15.88
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,5,39.519999999999996
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,6,1.6
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,7,30.240000000000002
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,8,0.48
filtered_1671620630811_000000_20221221NFWC9ORF22gcropped,9,10.4
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,1,24.32
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,2,8.4
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,3,7.56
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,4,46.56
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,5,8.92
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,6,6.640000000000001
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,7,1.24
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,8,2.3200000000000003
filtered_1671620657662_000000_20221221NFWC9ORF22icropped,9,1.3599999999999999
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,1,16.439999999999998
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,2,1.4
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,3,1.52
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,4,0.0
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,5,0.0
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,6,61.160000000000004
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,7,48.52
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,8,33.16
filtered_1671623696944_000000_20221221WFNC9ORF32ecropped,9,6.880000000000001
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,1,9.96
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,2,15.999999999999998
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,3,26.52
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,4,0.4
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,5,51.04
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,6,12.0
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,7,10.280000000000001
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,8,56.60000000000001
filtered_1671623717486_000000_20221221WFNC9ORF32hcropped,9,7.119999999999999
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,1,9.04
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,2,0.0
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,3,0.0
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,4,14.84
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,5,11.56
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,6,0.0
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,7,2.96
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,8,2.8400000000000003
filtered_1671623738374_000000_20221221WFNC9ORF41ccropped,9,0.0
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,1,50.16
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,2,61.2
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,3,39.92
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,4,54.68
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,5,65.0
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,6,81.4
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,7,42.72
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,8,67.68
filtered_1671623779451_000000_20221221FNWC9ORF32dcropped,9,24.759999999999998
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,1,38.84
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,2,50.96
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,3,56.48
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,4,51.64
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,5,37.16
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,6,16.28
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,7,48.03999999999999
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,8,71.2
filtered_1671623805350_000000_20221221WFNC9ORF51ccropped,9,36.56
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,1,0.0
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,2,0.0
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,3,24.04
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,4,23.32
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,5,10.28
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,6,15.080000000000002
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,7,24.04
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,8,0.0
filtered_1671623827407_000000_20221221WFNC9ORF51dcropped,9,24.119999999999997
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,1,8.24
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,2,4.04
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,3,2.2800000000000002
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,4,4.88
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,5,3.04
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,6,0.0
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,7,0.2
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,8,3.12
filtered_1671698557029_000000_20222212FNWTDP4361ashortcropped,9,0.0
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,1,32.8
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,2,18.72
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,3,5.5600000000000005
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,4,20.6
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,5,8.84
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,6,7.120000000000001
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,7,10.120000000000001
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,8,4.28
filtered_1671698589150_000000_20222212FNWTDP4391ashortcropped,9,5.0
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,1,0.0
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,2,37.72
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,3,9.04
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,4,7.239999999999999
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,5,4.48
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,6,23.36
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,7,16.840000000000003
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,8,8.96
filtered_1671700910553_000000_20222212NFWTDP4322dcropped,9,2.64
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,1,37.67999999999999
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,2,6.32
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,3,3.52
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,4,23.92
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,5,0.0
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,6,11.4
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,7,11.04
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,8,0.9600000000000001
filtered_1671700969130_000000_20222212NFWTDP4361ccropped,9,0.0
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,1,21.0
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,2,3.7600000000000002
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,3,1.7999999999999998
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,4,7.48
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,5,0.0
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,6,1.2
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,7,2.88
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,8,0.56
filtered_1671701062352_000000_20222212NFWTDP4391gcropped,9,0.0
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,1,27.32
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,2,6.96
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,3,5.96
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,4,39.8
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,5,11.16
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,6,3.3600000000000003
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,7,0.0
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,8,0.0
filtered_1671706619369_000000_20222212WFNTDP4311bcropped,9,37.04
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,1,41.68
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,2,19.400000000000002
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,3,42.75999999999999
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,4,11.639999999999999
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,5,0.8400000000000001
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,6,0.76
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,7,0.64
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,8,0.64
filtered_1671709425764_000000_20222212WFNTDP4311fcropped,9,0.6799999999999999
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,1,20.800000000000004
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,2,4.880000000000001
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,3,1.12
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,4,2.04
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,5,0.0
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,6,2.48
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,7,4.56
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,8,2.3600000000000003
filtered_1671709530848_000000_20222212NWFTDP4331ccropped,9,0.0
filtered_1675941075620_000000_20230209NFWC9O71dcropped,1,14.72
filtered_1675941075620_000000_20230209NFWC9O71dcropped,2,3.2399999999999998
filtered_1675941075620_000000_20230209NFWC9O71dcropped,3,0.0
filtered_1675941075620_000000_20230209NFWC9O71dcropped,4,11.440000000000001
filtered_1675941075620_000000_20230209NFWC9O71dcropped,5,15.399999999999999
filtered_1675941075620_000000_20230209NFWC9O71dcropped,6,11.8
filtered_1675941075620_000000_20230209NFWC9O71dcropped,7,8.559999999999999
filtered_1675941075620_000000_20230209NFWC9O71dcropped,8,0.0
filtered_1675941075620_000000_20230209NFWC9O71dcropped,9,0.0
filtered_1675941125084_000000_20230209FNWC9O61acropped,1,10.8
filtered_1675941125084_000000_20230209FNWC9O61acropped,2,1.56
filtered_1675941125084_000000_20230209FNWC9O61acropped,3,5.4399999999999995
filtered_1675941125084_000000_20230209FNWC9O61acropped,4,17.08
filtered_1675941125084_000000_20230209FNWC9O61acropped,5,3.08
