Video,Bin,Sum_Value
filtered_1675941125084_000000_20230209FNWC9O61acropped,6,10.32
filtered_1675941125084_000000_20230209FNWC9O61acropped,7,2.4800000000000004
filtered_1675941125084_000000_20230209FNWC9O61acropped,8,0.0
filtered_1675941125084_000000_20230209FNWC9O61acropped,9,6.0
filtered_1675943892048_000000_20230209FNWC9O62ccropped,1,28.96
filtered_1675943892048_000000_20230209FNWC9O62ccropped,2,26.04
filtered_1675943892048_000000_20230209FNWC9O62ccropped,3,9.56
filtered_1675943892048_000000_20230209FNWC9O62ccropped,4,36.84
filtered_1675943892048_000000_20230209FNWC9O62ccropped,5,0.6
filtered_1675943892048_000000_20230209FNWC9O62ccropped,6,14.0
filtered_1675943892048_000000_20230209FNWC9O62ccropped,7,24.08
filtered_1675943892048_000000_20230209FNWC9O62ccropped,8,6.68
filtered_1675943892048_000000_20230209FNWC9O62ccropped,9,1.72
filtered_1677141755316_000000_20230223NWFTDP12bcropped,1,34.6
filtered_1677141755316_000000_20230223NWFTDP12bcropped,2,20.44
filtered_1677141755316_000000_20230223NWFTDP12bcropped,3,12.840000000000002
filtered_1677141755316_000000_20230223NWFTDP12bcropped,4,16.8
filtered_1677141755316_000000_20230223NWFTDP12bcropped,5,1.96
filtered_1677141755316_000000_20230223NWFTDP12bcropped,6,0.0
filtered_1677141755316_000000_20230223NWFTDP12bcropped,7,34.120000000000005
filtered_1677141755316_000000_20230223NWFTDP12bcropped,8,17.36
filtered_1677141755316_000000_20230223NWFTDP12bcropped,9,14.4
filtered_1677142227995_000000_20230223NWFTDP23ccropped,1,38.36
filtered_1677142227995_000000_20230223NWFTDP23ccropped,2,24.28
filtered_1677142227995_000000_20230223NWFTDP23ccropped,3,27.88
filtered_1677142227995_000000_20230223NWFTDP23ccropped,4,47.36
filtered_1677142227995_000000_20230223NWFTDP23ccropped,5,15.8
filtered_1677142227995_000000_20230223NWFTDP23ccropped,6,0.0
filtered_1677142227995_000000_20230223NWFTDP23ccropped,7,20.92
filtered_1677142227995_000000_20230223NWFTDP23ccropped,8,15.32
filtered_1677142227995_000000_20230223NWFTDP23ccropped,9,3.76
filtered_1677142258232_000000_20230223NWFTDP42ecropped,1,19.040000000000003
filtered_1677142258232_000000_20230223NWFTDP42ecropped,2,24.959999999999997
filtered_1677142258232_000000_20230223NWFTDP42ecropped,3,33.72
filtered_1677142258232_000000_20230223NWFTDP42ecropped,4,33.92
filtered_1677142258232_000000_20230223NWFTDP42ecropped,5,0.0
filtered_1677142258232_000000_20230223NWFTDP42ecropped,6,0.28
filtered_1677142258232_000000_20230223NWFTDP42ecropped,7,0.0
filtered_1677142258232_000000_20230223NWFTDP42ecropped,8,8.76
filtered_1677142258232_000000_20230223NWFTDP42ecropped,9,0.0
filtered_1677142291979_000000_20230223WFNTDP12ecropped,1,16.759999999999998
filtered_1677142291979_000000_20230223WFNTDP12ecropped,2,1.76
filtered_1677142291979_000000_20230223WFNTDP12ecropped,3,7.0
filtered_1677142291979_000000_20230223WFNTDP12ecropped,4,54.480000000000004
filtered_1677142291979_000000_20230223WFNTDP12ecropped,5,4.279999999999999
filtered_1677142291979_000000_20230223WFNTDP12ecropped,6,17.64
filtered_1677142291979_000000_20230223WFNTDP12ecropped,7,39.080000000000005
filtered_1677142291979_000000_20230223WFNTDP12ecropped,8,10.760000000000002
filtered_1677142291979_000000_20230223WFNTDP12ecropped,9,7.88
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,1,6.32
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,2,1.56
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,3,2.2
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,4,32.32
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,5,6.760000000000001
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,6,0.88
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,7,31.400000000000006
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,8,11.120000000000001
filtered_1677142318225_000000_20230223WFNTDP24cshortcropped,9,4.48
filtered_1677142681455_000000_20230223WFNTDP42bcropped,1,10.719999999999999
filtered_1677142681455_000000_20230223WFNTDP42bcropped,2,10.84
filtered_1677142681455_000000_20230223WFNTDP42bcropped,3,2.64
filtered_1677142681455_000000_20230223WFNTDP42bcropped,4,45.2
filtered_1677142681455_000000_20230223WFNTDP42bcropped,5,9.2
filtered_1677142681455_000000_20230223WFNTDP42bcropped,6,5.12
filtered_1677142681455_000000_20230223WFNTDP42bcropped,7,22.64
filtered_1677142681455_000000_20230223WFNTDP42bcropped,8,23.28
filtered_1677142681455_000000_20230223WFNTDP42bcropped,9,4.0
filtered_1677150255589_000000_20230223WFNTDP82ecropped,1,16.36
filtered_1677150255589_000000_20230223WFNTDP82ecropped,2,2.6799999999999997
filtered_1677150255589_000000_20230223WFNTDP82ecropped,3,7.16
filtered_1677150255589_000000_20230223WFNTDP82ecropped,4,43.92
filtered_1677150255589_000000_20230223WFNTDP82ecropped,5,80.88
filtered_1677150255589_000000_20230223WFNTDP82ecropped,6,20.360000000000003
filtered_1677150255589_000000_20230223WFNTDP82ecropped,7,53.400000000000006
filtered_1677150255589_000000_20230223WFNTDP82ecropped,8,20.919999999999998
filtered_1677150255589_000000_20230223WFNTDP82ecropped,9,15.920000000000002
filtered_1677150284105_000000_20230223WFNTDP92fcropped,1,17.160000000000004
filtered_1677150284105_000000_20230223WFNTDP92fcropped,2,14.64
filtered_1677150284105_000000_20230223WFNTDP92fcropped,3,0.0
filtered_1677150284105_000000_20230223WFNTDP92fcropped,4,71.92
filtered_1677150284105_000000_20230223WFNTDP92fcropped,5,51.64
filtered_1677150284105_000000_20230223WFNTDP92fcropped,6,1.4000000000000001
filtered_1677150284105_000000_20230223WFNTDP92fcropped,7,40.120000000000005
filtered_1677150284105_000000_20230223WFNTDP92fcropped,8,8.28
filtered_1677150284105_000000_20230223WFNTDP92fcropped,9,36.879999999999995
filtered_1677150333334_000000_20230223FNWTDP33icropped,1,34.36
filtered_1677150333334_000000_20230223FNWTDP33icropped,2,10.44
filtered_1677150333334_000000_20230223FNWTDP33icropped,3,0.0
filtered_1677150333334_000000_20230223FNWTDP33icropped,4,22.48
filtered_1677150333334_000000_20230223FNWTDP33icropped,5,8.04
filtered_1677150333334_000000_20230223FNWTDP33icropped,6,7.68
filtered_1677150333334_000000_20230223FNWTDP33icropped,7,0.0
filtered_1677150333334_000000_20230223FNWTDP33icropped,8,0.2
filtered_1677150333334_000000_20230223FNWTDP33icropped,9,0.0
filtered_1677150417591_000000_20230223FNWTDP63fcropped,1,46.08
filtered_1677150417591_000000_20230223FNWTDP63fcropped,2,30.04
filtered_1677150417591_000000_20230223FNWTDP63fcropped,3,13.64
filtered_1677150417591_000000_20230223FNWTDP63fcropped,4,48.959999999999994
filtered_1677150417591_000000_20230223FNWTDP63fcropped,5,65.4
filtered_1677150417591_000000_20230223FNWTDP63fcropped,6,24.32
filtered_1677150417591_000000_20230223FNWTDP63fcropped,7,22.4
filtered_1677150417591_000000_20230223FNWTDP63fcropped,8,7.32
filtered_1677150417591_000000_20230223FNWTDP63fcropped,9,1.8
filtered_1677152542625_000000_20230223NFWTDP33kcropped,1,22.32
filtered_1677152542625_000000_20230223NFWTDP33kcropped,2,18.48
filtered_1677152542625_000000_20230223NFWTDP33kcropped,3,9.92
filtered_1677152542625_000000_20230223NFWTDP33kcropped,4,32.72
filtered_1677152542625_000000_20230223NFWTDP33kcropped,5,5.04
filtered_1677152542625_000000_20230223NFWTDP33kcropped,6,0.0
filtered_1677152542625_000000_20230223NFWTDP33kcropped,7,6.960000000000001
filtered_1677152542625_000000_20230223NFWTDP33kcropped,8,0.0
filtered_1677152542625_000000_20230223NFWTDP33kcropped,9,0.0
filtered_1677152566807_000000_20230223NFWTDP51jcropped,1,28.48
filtered_1677152566807_000000_20230223NFWTDP51jcropped,2,60.279999999999994
filtered_1677152566807_000000_20230223NFWTDP51jcropped,3,31.080000000000002
filtered_1677152566807_000000_20230223NFWTDP51jcropped,4,77.08
filtered_1677152566807_000000_20230223NFWTDP51jcropped,5,83.88
filtered_1677152566807_000000_20230223NFWTDP51jcropped,6,66.72
filtered_1677152566807_000000_20230223NFWTDP51jcropped,7,12.92
filtered_1677152566807_000000_20230223NFWTDP51jcropped,8,4.96
filtered_1677152566807_000000_20230223NFWTDP51jcropped,9,1.28
filtered_1677152640243_000000_20230223NFWTDP33ncropped,1,2.96
filtered_1677152640243_000000_20230223NFWTDP33ncropped,2,1.84
filtered_1677152640243_000000_20230223NFWTDP33ncropped,3,2.96
filtered_1677152640243_000000_20230223NFWTDP33ncropped,4,13.24
filtered_1677152640243_000000_20230223NFWTDP33ncropped,5,10.24
filtered_1677152640243_000000_20230223NFWTDP33ncropped,6,0.0
filtered_1677152640243_000000_20230223NFWTDP33ncropped,7,3.4800000000000004
filtered_1677152640243_000000_20230223NFWTDP33ncropped,8,1.08
filtered_1677152640243_000000_20230223NFWTDP33ncropped,9,0.8400000000000001
